
========== OUTPUT ==========
Cloudlet ID    Cloudlet Length    Priority    STATUS    Data center ID    VM ID    VM Type    Time    Start Time    Finish Time
    1259            70000            High      SUCCESS        2            59            Low         700        7100.1        7800.1
    1410            40000            High      SUCCESS        2            70            Low         400        7400.1        7800.1
    1485            30000            High      SUCCESS        2            74            Low         300        7500.1        7800.1
    1547            100000            High      SUCCESS        2            77            Low         1000        6800.1        7800.1
    1622            30000            High      SUCCESS        2            81            Low         300        7500.1        7800.1
    1893            60000            High      SUCCESS        2            99            Low         600        7200.1        7800.1
    2104            70000            High      SUCCESS        2            114            Low         700        7100.1        7800.1
    2135            50000            High      SUCCESS        2            116            Low         500        7300.1        7800.1
    2143            70000            High      SUCCESS        2            117            Low         700        7100.1        7800.1
    2240            20000            Low       SUCCESS        2            134            Low         200        7600.1        7800.1
    2265            20000            Low       SUCCESS        2            137            Low         200        7600.1        7800.1
    2291            10000            Low       SUCCESS        2            138            Low         100        7700.1        7800.1
    2293            20000            Low       SUCCESS        2            140            Low         200        7600.1        7800.1
    2268            20000            Low       SUCCESS        2            141            Low         200        7600.1        7800.1
    2250            20000            Low       SUCCESS        2            142            Low         200        7600.1        7800.1
    2269            20000            Low       SUCCESS        2            143            Low         200        7600.1        7800.1
    2298            10000            Low       SUCCESS        2            144            Low         100        7700.1        7800.1
    2270            20000            Low       SUCCESS        2            145            Low         200        7600.1        7800.1
    2299            10000            Low       SUCCESS        2            146            Low         100        7700.1        7800.1
    2272            20000            Low       SUCCESS        2            147            Low         200        7600.1        7800.1
    961            80000            High      SUCCESS        2            44            Low         800        7100.1        7900.1
    1304            10000            High      SUCCESS        2            45            Low         100        7800.1        7900.1
    1059            100000            High      SUCCESS        2            48            Low         1000        6900.1        7900.1
    1135            40000            High      SUCCESS        2            51            Low         400        7500.1        7900.1
    1211            90000            High      SUCCESS        2            57            Low         900        7000.1        7900.1
    1231            30000            High      SUCCESS        2            58            Low         300        7600.1        7900.1
    1437            80000            High      SUCCESS        2            71            Low         800        7100.1        7900.1
    1549            10000            High      SUCCESS        2            77            Low         100        7800.1        7900.1
    1597            90000            High      SUCCESS        2            80            Low         900        7000.1        7900.1
    1689            70000            High      SUCCESS        2            85            Low         700        7200.1        7900.1
    1732            60000            High      SUCCESS        2            88            Low         600        7300.1        7900.1
    1767            20000            High      SUCCESS        2            89            Low         200        7700.1        7900.1
    1800            100000            High      SUCCESS        2            92            Low         1000        6900.1        7900.1
    1858            40000            High      SUCCESS        2            96            Low         400        7500.1        7900.1
    1872            80000            High      SUCCESS        2            97            Low         800        7100.1        7900.1
    1881            70000            High      SUCCESS        2            98            Low         700        7200.1        7900.1
    1901            50000            High      SUCCESS        2            100            Low         500        7400.1        7900.1
    2234            40000            High      SUCCESS        2            124            Low         400        7500.1        7900.1
    2247            40000            High      SUCCESS        2            125            Low         400        7500.1        7900.1
    2264            30000            High      SUCCESS        2            126            Low         300        7600.1        7900.1
    2274            20000            Low       SUCCESS        2            130            Low         200        7700.1        7900.1
    2277            20000            Low       SUCCESS        2            132            Low         200        7700.1        7900.1
    2279            10000            Low       SUCCESS        2            134            Low         100        7800.1        7900.1
    2244            20000            Low       SUCCESS        2            136            Low         200        7700.1        7900.1
    2306            10000            Low       SUCCESS        2            138            Low         100        7800.1        7900.1
    2308            10000            Low       SUCCESS        2            140            Low         100        7800.1        7900.1
    2312            10000            Low       SUCCESS        2            144            Low         100        7800.1        7900.1
    1197            80000            High      SUCCESS        2            56            Low         800        7200.1        8000.1
    1344            30000            High      SUCCESS        2            65            Low         300        7700.1        8000.1
    1380            70000            High      SUCCESS        2            68            Low         700        7300.1        8000.1
    1530            100000            High      SUCCESS        2            76            Low         1000        7000.1        8000.1
    1635            30000            High      SUCCESS        2            82            Low         300        7700.1        8000.1
    1651            70000            High      SUCCESS        2            83            Low         700        7300.1        8000.1
    1779            80000            High      SUCCESS        2            90            Low         800        7200.1        8000.1
    2007            40000            High      SUCCESS        2            106            Low         400        7600.1        8000.1
    2304            10000            Low       SUCCESS        2            134            Low         100        7900.1        8000.1
    2373            10000            Low       SUCCESS        2            135            Low         100        7900.1        8000.1
    2375            10000            Low       SUCCESS        2            137            Low         100        7900.1        8000.1
    2327            10000            Low       SUCCESS        2            140            Low         100        7900.1        8000.1
    2294            20000            Low       SUCCESS        2            142            Low         200        7800.1        8000.1
    2330            10000            Low       SUCCESS        2            144            Low         100        7900.1        8000.1
    2313            20000            Low       SUCCESS        2            146            Low         200        7800.1        8000.1
    1051            70000            High      SUCCESS        2            47            Low         700        7400.1        8100.1
    1078            40000            High      SUCCESS        2            49            Low         400        7700.1        8100.1
    1166            100000            High      SUCCESS        2            54            Low         1000        7100.1        8100.1
    1300            90000            High      SUCCESS        2            62            Low         900        7200.1        8100.1
    1327            90000            High      SUCCESS        2            64            Low         900        7200.1        8100.1
    1550            20000            High      SUCCESS        2            77            Low         200        7900.1        8100.1
    1700            60000            High      SUCCESS        2            86            Low         600        7500.1        8100.1
    1746            20000            Low       SUCCESS        2            89            Low         200        7900.1        8100.1
    1830            40000            High      SUCCESS        2            94            Low         400        7700.1        8100.1
    1859            20000            High      SUCCESS        2            96            Low         200        7900.1        8100.1
    1871            20000            Low       SUCCESS        2            100            Low         200        7900.1        8100.1
    1932            80000            High      SUCCESS        2            102            Low         800        7300.1        8100.1
    1967            60000            High      SUCCESS        2            104            Low         600        7500.1        8100.1
    2069            50000            High      SUCCESS        2            111            Low         500        7600.1        8100.1
    2163            100000            High      SUCCESS        2            119            Low         1000        7100.1        8100.1
    2296            40000            High      SUCCESS        2            129            Low         400        7700.1        8100.1
    2303            20000            Low       SUCCESS        2            132            Low         200        7900.1        8100.1
    2289            20000            Low       SUCCESS        2            136            Low         200        7900.1        8100.1
    2326            20000            Low       SUCCESS        2            138            Low         200        7900.1        8100.1
    2377            20000            Low       SUCCESS        2            139            Low         200        7900.1        8100.1
    2378            10000            Low       SUCCESS        2            141            Low         100        8000.1        8100.1
    2310            10000            Low       SUCCESS        2            142            Low         100        8000.1        8100.1
    2379            10000            Low       SUCCESS        2            143            Low         100        8000.1        8100.1
    2342            10000            Low       SUCCESS        2            144            Low         100        8000.1        8100.1
    2331            10000            Low       SUCCESS        2            146            Low         100        8000.1        8100.1
    1155            90000            High      SUCCESS        2            53            Low         900        7300.1        8200.1
    1214            30000            High      SUCCESS        2            57            Low         300        7900.1        8200.1
    1274            50000            High      SUCCESS        2            60            Low         500        7700.1        8200.1
    1345            20000            High      SUCCESS        2            65            Low         200        8000.1        8200.1
    1471            80000            High      SUCCESS        2            73            Low         800        7400.1        8200.1
    1492            40000            High      SUCCESS        2            74            Low         400        7800.1        8200.1
    1795            60000            High      SUCCESS        2            91            Low         600        7600.1        8200.1
    2054            60000            High      SUCCESS        2            110            Low         600        7600.1        8200.1
    2122            60000            High      SUCCESS        2            115            Low         600        7600.1        8200.1
    2152            90000            High      SUCCESS        2            118            Low         900        7300.1        8200.1
    2195            90000            High      SUCCESS        2            121            Low         900        7300.1        8200.1
    2235            30000            High      SUCCESS        2            124            Low         300        7900.1        8200.1
    2363            30000            High      SUCCESS        2            133            Low         300        7900.1        8200.1
    2320            20000            Low       SUCCESS        2            134            Low         200        8000.1        8200.1
    2388            20000            Low       SUCCESS        2            137            Low         200        8000.1        8200.1
    2337            10000            Low       SUCCESS        2            138            Low         100        8100.1        8200.1
    2338            20000            Low       SUCCESS        2            140            Low         200        8000.1        8200.1
    2392            10000            Low       SUCCESS        2            141            Low         100        8100.1        8200.1
    2393            10000            Low       SUCCESS        2            143            Low         100        8100.1        8200.1
    2380            20000            Low       SUCCESS        2            145            Low         200        8000.1        8200.1
    2383            20000            Low       SUCCESS        2            147            Low         200        8000.1        8200.1
    1025            80000            High      SUCCESS        2            46            Low         800        7500.1        8300.1
    1060            40000            High      SUCCESS        2            48            Low         400        7900.1        8300.1
    1262            20000            Low       SUCCESS        2            62            Low         200        8100.1        8300.1
    1354            10000            High      SUCCESS        2            65            Low         100        8200.1        8300.1
    1419            50000            High      SUCCESS        2            70            Low         500        7800.1        8300.1
    1504            70000            High      SUCCESS        2            75            Low         700        7600.1        8300.1
    1570            70000            High      SUCCESS        2            78            Low         700        7600.1        8300.1
    1636            30000            High      SUCCESS        2            82            Low         300        8000.1        8300.1
    1720            90000            High      SUCCESS        2            87            Low         900        7400.1        8300.1
    1821            60000            High      SUCCESS        2            93            Low         600        7700.1        8300.1
    1832            20000            High      SUCCESS        2            94            Low         200        8100.1        8300.1
    2020            100000            High      SUCCESS        2            107            Low         1000        7300.1        8300.1
    2030            80000            High      SUCCESS        2            108            Low         800        7500.1        8300.1
    2105            50000            High      SUCCESS        2            114            Low         500        7800.1        8300.1
    2166            20000            High      SUCCESS        2            119            Low         200        8100.1        8300.1
    2333            10000            Low       SUCCESS        2            134            Low         100        8200.1        8300.1
    2396            30000            High      SUCCESS        2            135            Low         300        8000.1        8300.1
    2305            20000            Low       SUCCESS        2            136            Low         200        8100.1        8300.1
    2349            10000            Low       SUCCESS        2            138            Low         100        8200.1        8300.1
    2391            20000            Low       SUCCESS        2            139            Low         200        8100.1        8300.1
    2352            10000            Low       SUCCESS        2            140            Low         100        8200.1        8300.1
    2401            10000            Low       SUCCESS        2            141            Low         100        8200.1        8300.1
    2329            20000            Low       SUCCESS        2            142            Low         200        8100.1        8300.1
    2403            10000            Low       SUCCESS        2            143            Low         100        8200.1        8300.1
    2357            20000            Low       SUCCESS        2            144            Low         200        8100.1        8300.1
    2394            10000            Low       SUCCESS        2            145            Low         100        8200.1        8300.1
    2343            20000            Low       SUCCESS        2            146            Low         200        8100.1        8300.1
    2395            10000            Low       SUCCESS        2            147            Low         100        8200.1        8300.1
    939            100000            High      SUCCESS        2            42            Low         1000        7400.1        8400.1
    1098            60000            High      SUCCESS        2            50            Low         600        7800.1        8400.1
    1143            90000            High      SUCCESS        2            52            Low         900        7500.1        8400.1
    1181            20000            High      SUCCESS        2            53            Low         200        8200.1        8400.1
    1187            100000            High      SUCCESS        2            55            Low         1000        7400.1        8400.1
    1312            90000            High      SUCCESS        2            63            Low         900        7500.1        8400.1
    1355            10000            High      SUCCESS        2            65            Low         100        8300.1        8400.1
    1459            90000            High      SUCCESS        2            72            Low         900        7500.1        8400.1
    1656            40000            High      SUCCESS        2            83            Low         400        8000.1        8400.1
    1782            40000            High      SUCCESS        2            90            Low         400        8000.1        8400.1
    1915            70000            High      SUCCESS        2            101            Low         700        7700.1        8400.1
    1954            90000            High      SUCCESS        2            103            Low         900        7500.1        8400.1
    2048            100000            High      SUCCESS        2            109            Low         1000        7400.1        8400.1
    2325            10000            Low       SUCCESS        2            136            Low         100        8300.1        8400.1
    2398            20000            Low       SUCCESS        2            137            Low         200        8200.1        8400.1
    2365            10000            Low       SUCCESS        2            138            Low         100        8300.1        8400.1
    2415            10000            Low       SUCCESS        2            141            Low         100        8300.1        8400.1
    2339            10000            Low       SUCCESS        2            142            Low         100        8300.1        8400.1
    2370            10000            Low       SUCCESS        2            144            Low         100        8300.1        8400.1
    2404            10000            Low       SUCCESS        2            145            Low         100        8300.1        8400.1
    2358            10000            Low       SUCCESS        2            146            Low         100        8300.1        8400.1
    963            60000            High      SUCCESS        2            44            Low         600        7900.1        8500.1
    1198            50000            High      SUCCESS        2            56            Low         500        8000.1        8500.1
    1364            10000            High      SUCCESS        2            65            Low         100        8400.1        8500.1
    1358            90000            High      SUCCESS        2            66            Low         900        7600.1        8500.1
    1399            100000            High      SUCCESS        2            69            Low         1000        7500.1        8500.1
    1439            60000            High      SUCCESS        2            71            Low         600        7900.1        8500.1
    1505            20000            High      SUCCESS        2            75            Low         200        8300.1        8500.1
    1590            90000            High      SUCCESS        2            79            Low         900        7600.1        8500.1
    1823            20000            High      SUCCESS        2            93            Low         200        8300.1        8500.1
    1874            60000            High      SUCCESS        2            97            Low         600        7900.1        8500.1
    1968            40000            High      SUCCESS        2            104            Low         400        8100.1        8500.1
    2078            80000            High      SUCCESS        2            112            Low         800        7700.1        8500.1
    2171            100000            High      SUCCESS        2            120            Low         1000        7500.1        8500.1
    2198            30000            High      SUCCESS        2            121            Low         300        8200.1        8500.1
    2346            20000            Low       SUCCESS        2            134            Low         200        8300.1        8500.1
    2408            10000            Low       SUCCESS        2            137            Low         100        8400.1        8500.1
    2400            20000            Low       SUCCESS        2            139            Low         200        8300.1        8500.1
    2366            20000            Low       SUCCESS        2            140            Low         200        8300.1        8500.1
    2353            10000            Low       SUCCESS        2            142            Low         100        8400.1        8500.1
    2417            20000            Low       SUCCESS        2            143            Low         200        8300.1        8500.1
    2431            10000            Low       SUCCESS        2            144            Low         100        8400.1        8500.1
    2418            10000            Low       SUCCESS        2            145            Low         100        8400.1        8500.1
    2371            10000            Low       SUCCESS        2            146            Low         100        8400.1        8500.1
    2405            20000            Low       SUCCESS        2            147            Low         200        8300.1        8500.1
    1173            20000            Low       SUCCESS        2            55            Low         200        8400.1        8600.1
    1217            40000            High      SUCCESS        2            57            Low         400        8200.1        8600.1
    1292            100000            High      SUCCESS        2            61            Low         1000        7600.1        8600.1
    1370            100000            High      SUCCESS        2            67            Low         1000        7600.1        8600.1
    1532            60000            High      SUCCESS        2            76            Low         600        8000.1        8600.1
    1553            50000            High      SUCCESS        2            77            Low         500        8100.1        8600.1
    1667            90000            High      SUCCESS        2            84            Low         900        7700.1        8600.1
    1723            30000            High      SUCCESS        2            87            Low         300        8300.1        8600.1
    1797            40000            High      SUCCESS        2            91            Low         400        8200.1        8600.1
    1903            50000            High      SUCCESS        2            100            Low         500        8100.1        8600.1
    1983            100000            High      SUCCESS        2            105            Low         1000        7600.1        8600.1
    2008            60000            High      SUCCESS        2            106            Low         600        8000.1        8600.1
    2095            100000            High      SUCCESS        2            113            Low         1000        7600.1        8600.1
    2145            80000            High      SUCCESS        2            117            Low         800        7800.1        8600.1
    2281            100000            High      SUCCESS        2            128            Low         1000        7600.1        8600.1
    2297            50000            High      SUCCESS        2            129            Low         500        8100.1        8600.1
    2335            20000            Low       SUCCESS        2            136            Low         200        8400.1        8600.1
    2427            10000            High      SUCCESS        2            137            Low         100        8500.1        8600.1
    2440            10000            Low       SUCCESS        2            144            Low         100        8500.1        8600.1
    2435            10000            Low       SUCCESS        2            146            Low         100        8500.1        8600.1
    2419            10000            Low       SUCCESS        2            147            Low         100        8500.1        8600.1
    1244            80000            High      SUCCESS        2            58            Low         800        7900.1        8700.1
    1260            90000            High      SUCCESS        2            59            Low         900        7800.1        8700.1
    1346            10000            High      SUCCESS        2            61            Low         100        8600.1        8700.1
    1373            20000            High      SUCCESS        2            65            Low         200        8500.1        8700.1
    1376            10000            High      SUCCESS        2            67            Low         100        8600.1        8700.1
    1381            70000            High      SUCCESS        2            68            Low         700        8000.1        8700.1
    1599            80000            High      SUCCESS        2            80            Low         800        7900.1        8700.1
    1704            60000            High      SUCCESS        2            86            Low         600        8100.1        8700.1
    1783            30000            High      SUCCESS        2            90            Low         300        8400.1        8700.1
    1806            80000            High      SUCCESS        2            92            Low         800        7900.1        8700.1
    1853            100000            High      SUCCESS        2            95            Low         1000        7700.1        8700.1
    1860            60000            High      SUCCESS        2            96            Low         600        8100.1        8700.1
    1884            80000            High      SUCCESS        2            98            Low         800        7900.1        8700.1
    1895            90000            High      SUCCESS        2            99            Low         900        7800.1        8700.1
    1960            30000            High      SUCCESS        2            103            Low         300        8400.1        8700.1
    2136            90000            High      SUCCESS        2            116            Low         900        7800.1        8700.1
    2155            50000            High      SUCCESS        2            118            Low         500        8200.1        8700.1
    2211            100000            High      SUCCESS        2            122            Low         1000        7700.1        8700.1
    2227            100000            High      SUCCESS        2            123            Low         1000        7700.1        8700.1
    2278            100000            High      SUCCESS        2            127            Low         1000        7700.1        8700.1
    2402            40000            High      SUCCESS        2            135            Low         400        8300.1        8700.1
    2409            20000            Low       SUCCESS        2            139            Low         200        8500.1        8700.1
    2422            20000            Low       SUCCESS        2            140            Low         200        8500.1        8700.1
    2368            20000            Low       SUCCESS        2            142            Low         200        8500.1        8700.1
    2454            20000            Low       SUCCESS        2            143            Low         200        8500.1        8700.1
    2447            10000            Low       SUCCESS        2            144            Low         100        8600.1        8700.1
    2455            20000            Low       SUCCESS        2            145            Low         200        8500.1        8700.1
    2441            10000            Low       SUCCESS        2            146            Low         100        8600.1        8700.1
    2456            10000            Low       SUCCESS        2            147            Low         100        8600.1        8700.1
    940            40000            High      SUCCESS        2            42            Low         400        8400.1        8800.1
    1167            70000            High      SUCCESS        2            54            Low         700        8100.1        8800.1
    1199            30000            High      SUCCESS        2            56            Low         300        8500.1        8800.1
    1379            10000            High      SUCCESS        2            67            Low         100        8700.1        8800.1
    1420            50000            High      SUCCESS        2            70            Low         500        8300.1        8800.1
    1440            30000            High      SUCCESS        2            71            Low         300        8500.1        8800.1
    1506            30000            High      SUCCESS        2            75            Low         300        8500.1        8800.1
    1572            50000            High      SUCCESS        2            78            Low         500        8300.1        8800.1
    1624            100000            High      SUCCESS        2            81            Low         1000        7800.1        8800.1
    1637            50000            High      SUCCESS        2            82            Low         500        8300.1        8800.1
    1690            90000            High      SUCCESS        2            85            Low         900        7900.1        8800.1
    1724            20000            High      SUCCESS        2            87            Low         200        8600.1        8800.1
    1768            70000            High      SUCCESS        2            89            Low         700        8100.1        8800.1
    1969            30000            High      SUCCESS        2            104            Low         300        8500.1        8800.1
    2049            40000            High      SUCCESS        2            109            Low         400        8400.1        8800.1
    2124            60000            High      SUCCESS        2            115            Low         600        8200.1        8800.1
    2176            30000            High      SUCCESS        2            120            Low         300        8500.1        8800.1
    2248            90000            High      SUCCESS        2            125            Low         900        7900.1        8800.1
    2322            100000            High      SUCCESS        2            131            Low         1000        7800.1        8800.1
    2347            20000            Low       SUCCESS        2            136            Low         200        8600.1        8800.1
    2428            20000            High      SUCCESS        2            137            Low         200        8600.1        8800.1
    2467            40000            High      SUCCESS        2            141            Low         400        8400.1        8800.1
    2425            10000            Low       SUCCESS        2            142            Low         100        8700.1        8800.1
    2460            10000            Low       SUCCESS        2            143            Low         100        8700.1        8800.1
    2464            10000            Low       SUCCESS        2            147            Low         100        8700.1        8800.1
    1061            60000            High      SUCCESS        2            48            Low         600        8300.1        8900.1
    1100            50000            High      SUCCESS        2            50            Low         500        8400.1        8900.1
    1269            20000            High      SUCCESS        2            59            Low         200        8700.1        8900.1
    1331            80000            High      SUCCESS        2            64            Low         800        8100.1        8900.1
    1386            10000            Low       SUCCESS        2            67            Low         100        8800.1        8900.1
    1406            40000            High      SUCCESS        2            69            Low         400        8500.1        8900.1
    1707            20000            High      SUCCESS        2            86            Low         200        8700.1        8900.1
    1738            100000            High      SUCCESS        2            88            Low         1000        7900.1        8900.1
    1923            50000            High      SUCCESS        2            101            Low         500        8400.1        8900.1
    2033            60000            High      SUCCESS        2            108            Low         600        8300.1        8900.1
    2266            100000            High      SUCCESS        2            126            Low         1000        7900.1        8900.1
    2311            100000            High      SUCCESS        2            130            Low         1000        7900.1        8900.1
    2407            20000            High      SUCCESS        2            135            Low         200        8700.1        8900.1
    2361            10000            Low       SUCCESS        2            136            Low         100        8800.1        8900.1
    2461            20000            Low       SUCCESS        2            145            Low         200        8700.1        8900.1
    2450            20000            Low       SUCCESS        2            146            Low         200        8700.1        8900.1
    1359            50000            High      SUCCESS        2            66            Low         500        8500.1        9000.1
    1388            10000            High      SUCCESS        2            67            Low         100        8900.1        9000.1
    1533            40000            High      SUCCESS        2            76            Low         400        8600.1        9000.1
    1695            20000            High      SUCCESS        2            85            Low         200        8800.1        9000.1
    1824            50000            High      SUCCESS        2            93            Low         500        8500.1        9000.1
    1904            40000            High      SUCCESS        2            100            Low         400        8600.1        9000.1
    1935            90000            High      SUCCESS        2            102            Low         900        8100.1        9000.1
    2167            70000            High      SUCCESS        2            119            Low         700        8300.1        9000.1
    2236            80000            High      SUCCESS        2            124            Low         800        8200.1        9000.1
    2374            50000            High      SUCCESS        2            134            Low         500        8500.1        9000.1
    2410            10000            High      SUCCESS        2            135            Low         100        8900.1        9000.1
    2452            20000            Low       SUCCESS        2            141            Low         200        8800.1        9000.1
    2439            20000            Low       SUCCESS        2            142            Low         200        8800.1        9000.1
    2470            20000            Low       SUCCESS        2            147            Low         200        8800.1        9000.1
    1021            30000            High      SUCCESS        2            42            Low         300        8800.1        9100.1
    1278            90000            High      SUCCESS        2            60            Low         900        8200.1        9100.1
    1301            80000            High      SUCCESS        2            62            Low         800        8300.1        9100.1
    1317            70000            High      SUCCESS        2            63            Low         700        8400.1        9100.1
    1436            20000            High      SUCCESS        2            69            Low         200        8900.1        9100.1
    1461            70000            High      SUCCESS        2            72            Low         700        8400.1        9100.1
    1472            90000            High      SUCCESS        2            73            Low         900        8200.1        9100.1
    1513            30000            High      SUCCESS        2            75            Low         300        8800.1        9100.1
    1593            60000            High      SUCCESS        2            79            Low         600        8500.1        9100.1
    1708            20000            High      SUCCESS        2            86            Low         200        8900.1        9100.1
    1728            30000            High      SUCCESS        2            87            Low         300        8800.1        9100.1
    1743            20000            High      SUCCESS        2            88            Low         200        8900.1        9100.1
    1833            80000            High      SUCCESS        2            94            Low         800        8300.1        9100.1
    1970            30000            High      SUCCESS        2            104            Low         300        8800.1        9100.1
    2055            90000            High      SUCCESS        2            110            Low         900        8200.1        9100.1
    2071            100000            High      SUCCESS        2            111            Low         1000        8100.1        9100.1
    2097            50000            High      SUCCESS        2            113            Low         500        8600.1        9100.1
    2139            40000            High      SUCCESS        2            116            Low         400        8700.1        9100.1
    2341            100000            High      SUCCESS        2            132            Low         1000        8100.1        9100.1
    2432            70000            High      SUCCESS        2            138            Low         700        8400.1        9100.1
    2457            40000            High      SUCCESS        2            140            Low         400        8700.1        9100.1
    2445            10000            Low       SUCCESS        2            142            Low         100        9000.1        9100.1
    2503            20000            Low       SUCCESS        2            146            Low         200        8900.1        9100.1
    975            70000            High      SUCCESS        2            44            Low         700        8500.1        9200.1
    1491            10000            High      SUCCESS        2            73            Low         100        9100.1        9200.1
    1494            100000            High      SUCCESS        2            74            Low         1000        8200.1        9200.1
    1557            60000            High      SUCCESS        2            77            Low         600        8600.1        9200.1
    1657            80000            High      SUCCESS        2            83            Low         800        8400.1        9200.1
    1990            60000            High      SUCCESS        2            105            Low         600        8600.1        9200.1
    2023            90000            High      SUCCESS        2            107            Low         900        8300.1        9200.1
    2228            50000            High      SUCCESS        2            123            Low         500        8700.1        9200.1
    2300            60000            High      SUCCESS        2            129            Low         600        8600.1        9200.1
    2324            40000            High      SUCCESS        2            131            Low         400        8800.1        9200.1
    2364            100000            High      SUCCESS        2            133            Low         1000        8200.1        9200.1
    2446            50000            High      SUCCESS        2            139            Low         500        8700.1        9200.1
    2459            20000            Low       SUCCESS        2            141            Low         200        9000.1        9200.1
    2472            20000            Low       SUCCESS        2            147            Low         200        9000.1        9200.1
    1026            100000            High      SUCCESS        2            46            Low         1000        8300.1        9300.1
    1538            10000            High      SUCCESS        2            73            Low         100        9200.1        9300.1
    1516            20000            High      SUCCESS        2            75            Low         200        9100.1        9300.1
    1558            10000            High      SUCCESS        2            77            Low         100        9200.1        9300.1
    1615            20000            High      SUCCESS        2            79            Low         200        9100.1        9300.1
    1696            30000            High      SUCCESS        2            85            Low         300        9000.1        9300.1
    1710            20000            High      SUCCESS        2            86            Low         200        9100.1        9300.1
    1784            60000            High      SUCCESS        2            90            Low         600        8700.1        9300.1
    1861            60000            High      SUCCESS        2            96            Low         600        8700.1        9300.1
    1876            80000            High      SUCCESS        2            97            Low         800        8500.1        9300.1
    1925            40000            High      SUCCESS        2            101            Low         400        8900.1        9300.1
    2036            40000            High      SUCCESS        2            108            Low         400        8900.1        9300.1
    2072            20000            High      SUCCESS        2            111            Low         200        9100.1        9300.1
    2080            80000            High      SUCCESS        2            112            Low         800        8500.1        9300.1
